['6.19971047195046E+17', 'negative', 'If these runway renovations at the airport prevent me from seeing Taylor Swift on Monday, Bad Blood will have a new meaning.', '']
['6.22818077445632E+17', 'negative', "It's a shame it's not a historic march up the 18th on the final Sunday for Paul Dunne. Hopefully he be in as strong a position tomorrow. ...", '']
['6.22818984761668E+17', 'negative', "I guess with DJ it's a Sunday thing and not a final round thing, and Paul Dunne? Are you kidding me? #OpenChampionship", '']
['6.2282887402455E+17', 'negative', 'Dustin Johnson shot the 2nd worst round of anybody in the field on a day where literally almost every player was under par, just awful', '']
['6.22830777995145E+17', 'negative', "Now that Dustin Johnson's inevitable major Sunday debacle is over, does he go -8 tomorrow since it's Monday?", '']
['6.22834407372681E+17', 'negative', 'Oddly, Dustin Johnson may be better served to play the final round chasing not being chased. He can play to win, not play NOT to lose.', '']
['6.2284355506996E+17', 'negative', 'After 75 today maybe I was wrong about Dustin Johnson getting over US Open collapse. Terrible 3rd RD #OpenChampionship', '']
['6.22854721066398E+17', 'negative', 'Dustin Johnson dealt with another major disappointment after shooting +3 &amp; going from leading after 2 at -10 to being tied for 22nd &amp; at -7', '']
['6.22867470697808E+17', 'negative', 'Let me remind you, DAILY TRUST..  MONGUNO: A NO-NONSENSE GENERAL TAKES ON BOKO HARAM  http://t.co/7eBv2Ml4jp', '']
['6.22874147874476E+17', 'negative', 'Paul Dunne is Irish not British. I guess BBC will call him Irish if he does not win tomorrow.', '']
['6.22972681797902E+17', 'negative', '@KellyTilghmanGC  After the 2nd round, you did your usual melodramatic spew that Dustin Johnson was in a class of his own. Same old garbage.', '']
['6.23034219946709E+17', 'negative', "@courtneybody @bsarwary i seized some in our neighborhood on EID's 2nd day but faced some anger frm their families' side :( so gave thm back", '']
['6.23066247555621E+17', 'negative', "I can't do this 3rd day of Eid and I'm back to work", '']
['6.23073565231981E+17', 'negative', '@littlemisseka all is alright Dami... I was in the northeast at height of the Boko Haram challenges... Saw 1st hand the sufferings..', '']
['6.2307722391903E+17', 'negative', '9 children roasted to death after Boko Haram attack on Cameroonian village: Boko Haram members yesterday July 19th attacked the borde...', '']
['6.23097600925901E+17', 'negative', "Still tired from Eid on Friday, it's a shame I couldn't eat much bc of this nasty germy thing", '']
['6.23110239961747E+17', 'negative', ".@redsteeze Well, it's Rolling Stone, so they're probably lying https://t.co/aeNkSRQZ6A", '']
['6.23135466104181E+17', 'negative', 'Dustin Johnson is just a pig with this 3rd and 4th round play', '']
['6.23154097051427E+17', 'negative', 'Falling sick on the 3rd day of Eid, missing out all the fun and joy of Eid #sad', '']
['6.23184322175087E+17', 'negative', 'Meanwhile the amateur Paul Dunne has had an epic 4 stroke collapse on the final day of the #BritishOpen. from share of lead to tied for 18th', '']
['6.23207850999857E+17', 'negative', '@sidrakhan222 I am very seriously injerd in a road Accident 2nd day of Eid with my sweet sis :-(', '']
['6.23246606515745E+17', 'negative', 'Rise to "unprecedented levels" in verbal harassment incidents, no mob harassment on 2nd day of Eid: initiative http://t.co/J00zaETT5G #Egypt', '']
['6.23303959940305E+17', 'negative', "Dean Ambrose's new shirt may be the worst shirt in history.", '']
['6.23411052663829E+17', 'negative', 'July 21 2015: there is another unwarranted official holiday in Pakistan  although three days of Eid are gone. a wrong decision by the govt.', '']
['6.2348949970475E+17', 'negative', 'Floyd Mayweather to fight Andre Berto in September. Nobody cares. Either give Amir Khan or my boy Miguel Cotto a shot before you hang em up.', '']
['6.23559106822058E+17', 'negative', 'Tv channels,having"know all\' anchors,could not make enough programs to fill 3days of Eid.They kept repeating 1st day programs. What a shame.', '']
['6.23629948209787E+17', 'negative', "I can't believe people really like Sharknado enough for them to make a 3rd part. So stupid.", '']
['6.23645525414388E+17', 'negative', 'In a village in the northeast of the country on Tuesday, suspected Boko Haram militants burned down houses,... http://t.co/xF7pebfIdh', '']
['6.23647855706702E+17', 'negative', "@sasakhaise that sucks. I'm forced to listen to Kpop on Thursday class. I guess my cells in brain are going to die out.", '']
['6.23652842646151E+17', 'negative', 'US State Department is the last to have Eid, were they locked in a basement and couldnt see the Moon? https://t.co/Ng6bZC3Hf8', '']
['6.23653458416153E+17', 'negative', 'That black guy Floyd Mayweather is about to fight in September look like he gonna beat his ass lmao', '']
['6.2369289015434E+17', 'negative', 'Shout out to @ZombeaversMovie for being the worst movie since @SharknadoSyfy... Sharknado has a chance to reclaim the title tomorrow...', '']
['6.23758699954311E+17', 'negative', 'Only idiots wont want revelation about Boko Haram. So Dasuki knew the secrets all along but loved killers more?! https://t.co/jYP3CxBlzv', '']
['6.23778797222031E+17', 'negative', "Only PTI has vision/foresight for climate related projects, but corrupt media rather talk about IK's Eid with wife.  https://t.co/wb5cCqTKy4", '']
['6.23796204229374E+17', 'negative', "It's the 6th day of EId and I still haven't danced at a party, what kind of gay shit is this!?  Some ppl don't really know how to turn up..", '']
['6.23820441614963E+17', 'negative', "Prince George may be a little reptilian fuck who's from a family of inbreds but he's bloody ADORABLE COS HE DRESSES LIKE AN OLD MAN", '']
['6.23831954652271E+17', 'negative', '@ImranKhanPTI,Khan sahib,i think its too late.U should be there on 1st,2nd OR 3rd day of Eid.Why u r always late??', '']
['6.23889920311099E+17', 'negative', 'Boko  Haram just hit Maroua in the Far North Region of Cameroon. 20 dead. May their souls Rest In Peace. We shall... http://t.co/s4cQYRz9u9', '']
['6.23915094410457E+17', 'negative', 'dolorous edd would be the kid in 7th grade who nods when ppl talk about nirvana but has no actual idea what it is', '']
['6.23928486059708E+17', 'negative', "I figured Sharknado was played out at #2 &amp; tonight we get #3?   I won't be watching, just like the 1st 2", '']
['6.23941942418784E+17', 'negative', 'We are closed for the day due to the storm see you tomorrow am at 9:20 on WJXT Channel 4 - National Hot Dog Day.', '']
['6.23969414698897E+17', 'negative', "How is it all over already. Ramadan, Eid and Ali's wedding all over.  Back to work tomorrow, back to normal :(", '']
['6.23997554896831E+17', 'negative', 'Janet Street Porter shocks viewers with her comments about Prince George http://t.co/PmxOb4c2uE  Well Done JSP Bang on Right', '']
['6.24015729394848E+17', 'negative', "How did Sharknado get a 3rd film? How did Sharknado even get a film to begin with? Life doesn't make much sense.", '']
['6.24025749058552E+17', 'negative', 'Unfollowing anyone tweeting about Sharknado, may god have mercy on yr soul', '']
['6.24036033655521E+17', 'negative', "Why are sports news outlets tweeting about Sharknado? I mean, c'mon. Know it's the dog days, but crikes.", '']
['6.24039042368279E+17', 'negative', 'Sharknado 3 may be one of the worst movies I have ever seen in my life.', '']
['6.24040969915253E+17', 'negative', "Sharknado was funny the first time. We humored them for the 2nd. But a THIRD? Even I'm not enough of a fan of bad movies to watch that shit.", '']
['6.2404664858343E+17', 'negative', 'I dont understand the obsession with Sharknado.... watched the first two and they sucked. Im sure the 3rd one is just as bad.', '']
['6.24053102371451E+17', 'negative', 'Sharknado may well be the flat out dumbest thing ever to occupy a TV screen.', '']
['6.24060273008247E+17', 'negative', 'This #GOP race is seriously getting out of hand. Who in the blue heck is John Kasich? Or red heck, as the case may be here.', '']
['6.24074448509899E+17', 'negative', 'The Great Wall of Sharknado, the 9th Wonder of the World. Oh, HELL NO! #Sharknado3', '']
['6.24080850754232E+17', 'negative', '#WhitePeople tag is like watching Sharknado in the 3rd dimension.', '']
['6.24088686754431E+17', 'negative', "Just finished watching Sharknado 3. It was so silly that it was decent, especially the ending. Can't believe they're making a 4th one now!", '']
['6.2409184753569E+17', 'negative', 'In case you turned your Internet off today, Nicki Minaj and Taylor Swift had some Bad Blood on Wednesday. http://t.co/1U6afIn9OV', '']
['6.24118174846427E+17', 'negative', '@Reuters Biafrans died on Wednesday bomb blast at Gombe in  Zoo ( Nigeria).We want to be free from this killing everyday by the BOKO HARAM.', '']
['6.24181102396219E+17', 'negative', "Of course Nigeria blames the U.S. for not being able to fight Boko Haram. 3rd world countries don't want to progress. Just depend on others.", '']
['6.24206541034492E+17', 'negative', "today's goanna be one looooong ass day because Calibraska comes out tomorrow", '']
['6.24255549065044E+17', 'negative', "@filmystic don't question the monarchy, but look at its butthurtedness. Then, tomorrow, look! Baby pictures. Prince George and shit.", '']
['6.24264369992397E+17', 'negative', "thank you jack and jack for putting out calibraska tomorrow when I'm fucking broke", '']
['6.24291855526687E+17', 'negative', 'Vice President Yemi Osinbajo on Thursday alleged that members of the Boko Haram sect have concluded plans to bomb... http://t.co/A4hlNUQmV3', '']
['6.24331634549092E+17', 'negative', "National Ice Cream day on Sunday and now it's National Hot Dog Day? Is the calendar trying to kill me???", '']
['6.24352430814327E+17', 'negative', 'Why do I feel like National Hot Dog Day is the April Fools of food holidays? #wefullydontundertandhowhashtagswork', '']
['6.24388359624917E+17', 'negative', "Sharknado 3 may have overdone it just a little bit. And that's saying something for a Sharknado movie.", '']
['6.24426689930633E+17', 'negative', "Lightweight angry I didn't get a Hot Dog for National Hot Dog Day, will have to make up for it tomorrow lol", '']
['6.24431022713778E+17', 'negative', 'It may be significant to some of those who enjoy movies with a cult following but Sharknado is a disgrace to the film industry', '']
['6.24443681806885E+17', 'negative', 'Okay the first Sharknado was funny but do we really need a 4th movie? I think I lost a few brain cells after watching the 3rd', '']
['6.24501145772405E+17', 'negative', 'Mehn..this Boko Haram is just like a cancer..,That said, iBelieve one day all this killings will end https://t.co/fVFTcM5YST', '']
['6.24606597017309E+17', 'negative', "I completely forgot about Prince George's 2nd birthday and I have never been more ashamed of myself", '']
['6.24707956639179E+17', 'negative', 'What a wimp Hulk Hogan is for apologizing after making remarks about blacks then apologizing.On Don Says, Saturday at http://t.co/V0MKyzsedh', '']
['6.24725563681288E+17', 'negative', "WWE you guys probably had worst than Hulk Hogan. May I remind you but didn't a wrestler name Chris Benoit kill himself and his family?", '']
['6.24729904123408E+17', 'negative', "Hulk Hogan uses the N word and is under fire... The N's use it every day and it is OK... I may use the White word. Fuck this country", '']
['6.24742650592293E+17', 'negative', "If you're going to Lolla next Friday and seeing a headliner other than Paul McCartney, I will have no respect in your opinion of music", '']
['6.24767348172562E+17', 'negative', "No, you ppl on Twitter have proven how stupid you are with the Hulk Hogan thing, don't try pretending like you understand the 2nd amendment.", '']
['6.24775685370843E+17', 'negative', "The WWE may have fired Hulk Hogan, but it's still racist as hell http://t.co/uWbykKxNWr via @thisisfusion", '']
['6.24787895048507E+17', 'negative', '@ToucheFouche Terry bolea may be racist but I refuse to believe the Hulk Hogan is anything but a true American Hero #brother @rich_kenney', '']
['6.24798229767561E+17', 'negative', 'The day Taylor Swift and Hulk Hogan pay my bills, then I may actually give a fuck but till then.', '']
['6.24841981030634E+17', 'negative', 'WWE, Hulk Hogan End Tie After Racist Comment: World Wrestling Entertainment Inc (WWE.N) said on Friday it has ... http://t.co/sEeJXZ8b9x', '']
['6.24844831152431E+17', 'negative', '@asadowaisi Go &amp; try your best to save him but we will make sure that bloody Yakub will be dead by July 30th !!!', '']
['6.24901442919268E+17', 'negative', "If Yakub hangs, it would prove Tiger Memon right. Pakistan's ISI will have the last laugh. http://t.co/N7rcGHUzUR", '']
['6.2499425118985E+17', 'negative', 'Yup. Great quote @StefanMolyneux : "He who is w/o sin cast the 1st stone." Racist Hulk Hogan Rant...WWE, Gawker &amp; U! https://t.co/pN7SNAl2Sf', '']
['6.25010150684914E+17', 'negative', "@mikecane If any good can come of this, it'll be George Osborne's remains being fished out of a canal in Manchester one Sunday morning.", '']
['6.25107526644797E+17', 'negative', 'http://t.co/lJzmjZ47Nv Hulk Hogan hit rock bottom Friday when he was fired by WWE. The National Enquirer reported racist comments that Hogan', '']
['6.25121281906577E+17', 'negative', 'Hulk Hogan, you may not know this because you don\'t say it a lot, but you can replace the n-word with the word, "brother" and you\'re fine.', '']
['6.25166881024938E+17', 'negative', '@sagarikaghose yakub came back fearing for his life since he knew that pak &amp; ISI may terminate him the moment they feel he is of no use', '']
['6.25175030712807E+17', 'negative', "Upset that the publishing company is acting like Go Set a Watchman is a new book.. really it's just the 1st draft of To Kill a Mockingbird", '']
['6.25194525158277E+17', 'negative', "Salman you may be a celebrity but that doesn't mean you have the licence to say Yakub is innocent.Just stick to acting.", '']
['6.25213713306391E+17', 'negative', 'Sunday. The second most boring day on earth after EID.', '']
['6.25248514163917E+17', 'negative', 'Hulk Hogan may be a liar, a pig, a cheat, a racist but he is NOT a pornstar!', '']
['6.25275587779625E+17', 'negative', '@BeingSalmanKhan By religion you are Muslim and that is why you may have pain for Yakub but he was involved in the killing of 257 people..', '']
['6.25286422405055E+17', 'negative', '@BeingSalmanKhan @brownbrumby Tiger is in the terrorist haven under the protective arm of Pak! So u may tweet "Hang him!"!Is Yakub innocent?', '']
['6.25312383947403E+17', 'negative', '@TaraReid    Sharknado without Tara Reid is just not Sharknado , might as well call it nonado if no April #AprilLives #Sharknado3', '']
['6.25323891397784E+17', 'negative', 'Sigh, Hulk Hogan is in the news again for the wrong reasons. http://t.co/zvQTFzXQZ8', '']
['6.25338417392583E+17', 'negative', "He thinks hijabs should be banned 'cause of the actions of Boko Haram...that guy should be quarantined, for his stupidity may be contagious.", '']
['6.25404633633137E+17', 'negative', '@PritishNandy Yakub arranged funds for the blast,dats an equal crime. Ppl who loose their luvd ones knw d pain nd who dnt may god giv dem 1.', '']
['6.25432276713738E+17', 'negative', "My parents' car rendition of Bad Blood may actually kill me one day", '']
['6.25451280996139E+17', 'negative', 'Rappers make millions while saying the N word, Hulk Hogan says it and as a result may lose millions.', '']
['6.2549929894862E+17', 'negative', 'Boko Haram suffered heavy losses on Sunday as Nigerian troops took down 20 insurgents Faljari, along the... http://t.co/2sLyUiTHLS', '']
['6.25520735151243E+17', 'negative', 'Persons who are favoring Yakub Menen, may be HAPPY on Gurdaspur Attack. Those persons should also be hanged till death along with Yakub.', '']
['6.25558632113963E+17', 'negative', 'Boko Haram: Major General Assures On Military Triumph - http://t.co/iJbNT2WlS8: Muazu made the statement on Sat...  http://t.co/oMVeMYeoLg', '']
['6.25577392975655E+17', 'negative', 'Srinagar, July 27: According to sources, a young boy, aged sixteen had gone missing on Eid day under mysterious... http://t.co/H0LabHFR8P', '']
['6.25588312657539E+17', 'negative', "when people insult Nirvana it's sooooo hard to maintain my anger, yeah they may not be your thing but there's no need to critise their music", '']
['6.25606232343228E+17', 'negative', 'If you go down to history books of islam you will see that nothing like Boko Haram fake jihad ever take place https://t.co/s5bmEcQ1cl', '']
['6.2566604895676E+17', 'negative', "David Cameron, George Osborne, Theresa May work with Rupert Murdoch and #NSA #GCHQ to blackmail EVERYONE. Let's prosecute these gangsters.", '']
['6.25671117181575E+17', 'negative', 'Mat Matters: The Hulk Hogan problem: When news broke on Friday about the racist comments by Hulk Hogan, record... http://t.co/wPCZRxrpK2', '']
['6.25680334999421E+17', 'negative', 'Would hate to be the guy who went to work with a Hulk Hogan shirt on for casual Friday.', '']
['6.25696989112631E+17', 'negative', 'OK, So Hulk Hogan may have took it a bit too far this time... http://t.co/QsF0JBbSfE', '']
['6.25707912019767E+17', 'negative', 'Hulk Hogan may be one of the dumbest humans', '']
['6.25722587646173E+17', 'negative', 'I\'m so over Hulk Hogan. May rant on warm up/raw review. Been over Hogan since the 80s. He\'s the true "nugget" that won\'t go down the toilet.', '']
['6.25759296198816E+17', 'negative', 'Fierce fighting erupts between Chadian army and Boko Haram: Heavy fighting pitted the Chadian army on Monday a... http://t.co/N1AK3Z7C9J', '']
['6.25765528859062E+17', 'negative', 'Here are the few bold Hulk Hogan apologists: Hulk Hogan drew nearly universal scorn in the aftermath of Friday... http://t.co/tOc4QRxTic', '']
['6.25807560432615E+17', 'negative', 'Okay, so Paper Towns. Super super uncomfortable with the black character wearing a confederate flag shirt. It may have been in the book, but', '']
['6.258232215651E+17', 'negative', 'Ambrose vs. Big Show? You people are wasting Dean Ambrose. Just when Monday gets good, Big Show &amp; Taker, make me change the channel. #RAW', '']
['6.25825394420261E+17', 'negative', "Even if he wasn't a wrestler, I figure Dean Ambrose would still be drunkenly fighting someone every Monday night.", '']
['6.25848031762608E+17', 'negative', 'Nobody wants to hear about that jerk anymore. Or Ryan Braun. Or any other cheating roid rage  jerk https://t.co/uqpwIjPTrL', '']
['6.2594428650104E+17', 'negative', "Kurian Joseph, who raised stupid doubts about modi's good friday meet, now questions about yakub's death penalty.Some ppl never learn", '']
['6.25990414135198E+17', 'negative', 'Wake up to not really caring that Kris Bryant hit a walk off. Caring that the Cubs gave up 4 stinking runs in the top of the 9th.', '']
['6.26045838842794E+17', 'negative', "Reason why Ant-Man may have 'struggled' vs. other Marvel? My parents assumed it was a parody.", '']
['6.26071559808004E+17', 'negative', 'If v leave Yakub today, tomorrow again he ll kill 257 innocent people. What kind of justice,is it?#YakubDebate', '']
['6.26132842230125E+17', 'negative', "@Rangers I can't figure out why Josh Hamilton isn't playing tonight https://t.co/epShcYXWfQ", '']
['6.26170746096779E+17', 'negative', "The only reason I'm watching Ant-Man is cause of 5$ Tuesday this is definitely something you wait to watch at home", '']
['6.26206832927842E+17', 'negative', "Sorry gang, 2nd Act of Ant-Man just kills my buzz. SO BORING and the writing is REALLY bad. I'm hoping this stuff wasn't in Wright's script.", '']
['6.2622337025484E+17', 'negative', 'Kamala, who defended Hulk Hogan following the racial tirade scandal that broke out on Friday, discussed the... http://t.co/9cJx9NWO5o', '']
['6.26238740130742E+17', 'negative', 'If Yakub is not dead by this time tomorrow- let the judges who delayed it pay for his upkeep.My tax money is not meant to for terrorists', '']
['6.26277632666141E+17', 'negative', 'Victims are late.. with Mukul Rohtagi there is no chance that Yakub will be Hanged on 31st..', '']
['6.2632449068383E+17', 'negative', "@sebpatrick I'm seeing Ant-Man tomorrow. If it has an ant called Antony, and that ant dies, if this is a spoiler, I will be so mad at you.", '']
['6.26337482020262E+17', 'negative', "Lakh of cases R pending in supreme court even than Yakub's case being heard 6/7th time today as if there no work in court.public want answer", '']
['6.26346461446345E+17', 'negative', 'Live:Supreme Court approved the death warrant,Yakub will be hanged tomorrow at 7 am in Nagpur Jail@PranabMukherjee@PMNarendraModi', '']
['6.26347057159115E+17', 'negative', '@kavita_krishnan @sagarikaghose tomorrow morning u will get reply, yakub will be hanged. India is not going to be govern by presstitutes,', '']
['6.26354865439121E+17', 'negative', '@AsimBajwaISPR ur terrorist is going to be hanged tomorrow Yakub. stop sending terrorist u failed nation!!', '']
['6.2638209597209E+17', 'negative', '@NeelakshiGswm @kavita_krishnan Kaash  she will commit suicide if yakub will be hanged tomorrow \'\' DOUBLE BONUS" wow', '']
['6.26390597096477E+17', 'negative', 'one may argue yakub has gone thro process. hanging on his birthday is bigger message and scar to paki lovers. dangerous game has just begun', '']
['6.26394843074294E+17', 'negative', 'Would love to watch the live screening of Yakub being hanged tomorrow... #YakubVerdict', '']
['6.26400303265399E+17', 'negative', 'Do not miss the point. Today it is for Yakub. Tomorrow the candles will burn for rapists on death row. These same feminists will light them.', '']
['6.26412096977146E+17', 'negative', 'I wish Mani Shankar Aiyar commit suicide tonight to meet Yakub tomorrow in hell', '']
['6.26414873417626E+17', 'negative', "#YakubToHang Matter of fate; Yakub to be hanged tomorrow on his b'day. Apart 4rm all v sud nt forget dat he is being paid off 4 his sins.", '']
['6.26422301928526E+17', 'negative', 'Yakub meman    Going to hang the credibility of Indian judiciary tomorrow. Rules for mercy and humqnity not for rope.', '']
['6.26429620431094E+17', 'negative', "All stoned with weed march to Jantar Mantar. LOL. Y don't @kavita_krishnan volunteer to be hanged instead of Yakub? https://t.co/BgAc4fZYZG", '']
['6.26431936349671E+17', 'negative', "The most conclusive argument against the bleeding hearts and why logic doesn't hold for them in Yakub's hanging. https://t.co/RrlAj1K9aN", '']
['6.264341641542E+17', 'negative', '#YakubVerdict: my 11yr old exclaimed, tomorrow will be the worst birthday for Yakub but his 1st bday was worst for the country! Makes sense', '']
['6.264397675054E+17', 'negative', "~ for, but worst of all, he's cheated the WWE Universe out of what they truly deserve. Monday night was just beginning, if Seth Rollins is ~", '']
['6.26443860089029E+17', 'negative', 'If all the 297 traitors sign an affidavit to be hung instead of Yakub, SM might recommend Yakub to be released tomorrow.  Ur time starts now', '']
['6.26444746899075E+17', 'negative', 'Spare me the nuances, Yakub is certainly not innocent. Rarest of the rare case? May be! #YakubToHang', '']
['6.26453721849815E+17', 'negative', 'I want to hear yakub dead, when I wake up tomorrow #HangYakub', '']
['6.26456876922765E+17', 'negative', 'Hulk Hogan may have made some racist remarks.  On a larger note he made his no-talent behemoth of a daughter famous.', '']
['6.26459184167457E+17', 'negative', "Yakub's hanging may have created a fear in the minds of the terrorists, but it hasn't created any difference in our country", '']
['6.26461436277998E+17', 'negative', "Why Yakub is so scared of death, when he is sure of getting 72 virgins tomorrow? Why Siculars are denying Allah's guaranteed reward? Sad.", '']
['6.26463771918098E+17', 'negative', 'I think aftr seeing all this #YakubToHang drama, the security guy at d jail would like to shoot Yakub dead rather than hanging him tomorrow', '']
['6.26475868034957E+17', 'negative', "And even after all the petitions, all the hearings, someone will say tomorrow that Yakub didn't get a fair trial.", '']
['6.26521435121431E+17', 'negative', 'Well Jokes apart, today or tomorrow Yakub has to meet with with 72 Hoors. S', '']
['6.2653465781579E+17', 'negative', "Yakub's Mercy plea has been rejected.  May you be served justice in here after.  #YakubMemon", '']
['6.26568917767426E+17', 'negative', 'They may have ditched Hulk Hogan but the WWE still stink: http://t.co/F2SQ5ADNtd http://t.co/Kz1up2mlvC', '']
['6.26590767755039E+17', 'negative', "@ndtv Y don't u ask ur reporters to collect pottys of Yakub menon so tomorrow you can sell it as Secular fertiliser..rubbish reporting shame", '']
['6.26600828254712E+17', 'negative', 'Yakub has gone. whatever happened may be right. I want asked Kiran bedi .that whatever Yakub done.it was wrong  but after Babri masjid --', '']
['6.26620057024528E+17', 'negative', 'Tomorrow they will discuss #YakubHanged after their Friday prayer. Bad part is 100s of youth will get inspired to be the next Yakub.', '']
['6.26630624720228E+17', 'negative', "Actually today was Yakub's birthday. I wish him many many returns of this day. May he hang in hell too.!!", '']
['6.26679971839214E+17', 'negative', 'Yakub is hanged.Y d cry!!Y d nonsense over his religion.Whtevr religion he may belong 2,he ws a terrorist n thts all 1 needs 2 c n undrstnd', '']
['6.26691832114606E+17', 'negative', 'One may argue if hanging Yakub was right or wrong. But the people who are trying to portray him as a communal hero are purely anti-national', '']
['6.26714507797094E+17', 'negative', "@flipkartsupport are you kidding me? I want to replace my old phone with Moto G 3rd Gen at any cost. Do anything. It's not my fault.", '']
['6.26737176592654E+17', 'negative', '@thanthitv It seems that PMK leader may be wrongly advised about Yakub acts.PMK leader may think that he is patriot.', '']
['6.26744219848147E+17', 'negative', 'Yakub meets destiny chosen by himself. For the killers waiting may be longer the destination will be the same!!!!', '']
['6.26749317378933E+17', 'negative', "This weekend on the Fair &amp; Balanced network, Fox News Sunday's guests are crazy conservative Rick Perry and nutty conservative John Kasich.", '']
['6.26790351664079E+17', 'negative', "#YakubHanged Congi liberals who are whining Kalam would have pardoned Yakub should have supported Kalam's 2nd term. Why all the drama now?", '']
